2,4,True,9.96,19.92,100.0
4,4,True,8.055,32.22,100.0
6,4,True,7.8500000000000005,47.1,100.0
8,4,True,7.68375,61.47,100.0
10,4,True,7.5120000000000005,75.12,100.0
12,4,True,7.329999999999999,87.96,100.0
14,4,True,7.521428571428571,105.3,100.0
16,4,True,7.575625,121.21,100.0
18,4,True,7.4833333333333325,134.7,100.0
20,4,True,3.8549999999999995,77.1,100.0
